:Mots:Transcription Phonétique:Genre Grammatical:Paires Minimales
1:('aède', 'alde'):('aɛd', 'ald'):('Nom', 'Nom'):('ɛ', 'l')
8942:('bourbon', 'bourdon'):('buʁbɔ̃', 'buʁdɔ̃'):('Nom', 'Nom'):('b', 'd')
8943:('bourbon', 'bourgeon'):('buʁbɔ̃', 'buʁʒɔ̃'):('Nom', 'Nom'):('b', 'ʒ')
8944:('bourbon', 'bourgot'):('buʁbɔ̃', 'buʁgɔ'):('Nom', 'Nom'):('ɔ̃', 'ɔ')
8945:('bourdon', 'bourgeon'):('buʁdɔ̃', 'buʁʒɔ̃'):('Nom', 'Nom'):('d', 'ʒ')
8946:('bourdon', 'bourgot'):('buʁdɔ̃', 'buʁgɔ'):('Nom', 'Nom'):('ɔ̃', 'ɔ')
8947:('bourdonnement', 'bourgeonnement'):('buʁdɔnmɑ̃', 'buʁʒɔnmɑ̃'):('Nom', 'Nom'):('d', 'ʒ')
8948:('bourdonner', 'bourgeonner'):('buʁdɔne', 'buʁʒɔne'):('Verbe infinitif', 'Verbe infinitif'):('d', 'ʒ')
8949:('boure', 'bure'):('buʁ', 'byʁ'):('Nom', 'Nom'):('u', 'y')
8950:('boure', 'bush'):('buʁ', 'buʃ'):('Nom', 'Nom'):('ʁ', 'ʃ')
8951:('boure', 'courre'):('buʁ', 'kuʁ'):('Nom', 'Nom'):('b', 'k')
8952:('boure', 'courre'):('buʁ', 'kuʁ'):('Nom', 'Verbe infinitif'):('b', 'k')
8953:('boure', 'court'):('buʁ', 'kuʁ'):('Nom', 'Nom'):('b', 'k')
8954:('boure', 'court'):('buʁ', 'kuʁ'):('Nom', 'Adverbe'):('b', 'k')
8955:('boure', 'four'):('buʁ', 'fuʁ'):('Nom', 'Nom'):('b', 'f')
8956:('boure', 'gour'):('buʁ', 'guʁ'):('Nom', 'Nom'):('b', 'g')
8957:('boure', 'jour'):('buʁ', 'ʒuʁ'):('Nom', 'Nom'):('b', 'ʒ')
8958:('boure', 'lourd'):('buʁ', 'luʁ'):('Nom', 'Adverbe'):('b', 'l')
8959:('boure', 'mour'):('buʁ', 'muʁ'):('Nom', 'Nom'):('b', 'm')
8960:('boure', 'pour'):('buʁ', 'puʁ'):('Nom', 'Nom'):('b', 'p')
8961:('boure', 'sourd'):('buʁ', 'suʁ'):('Nom', 'Nom'):('b', 's')
8962:('boure', 'tourd'):('buʁ', 'tuʁ'):('Nom', 'Nom'):('b', 't')
8963:('boure', 'tour'):('buʁ', 'tuʁ'):('Nom', 'Nom'):('b', 't')
8964:('bourge', 'bourreau'):('buʁʒ', 'buʁo'):('Nom', 'Nom'):('ʒ', 'o')
8965:('bourge', 'bourrer'):('buʁʒ', 'buʁe'):('Nom', 'Verbe infinitif'):('ʒ', 'e')
8966:('bourge', 'bourret'):('buʁʒ', 'buʁɛ'):('Nom', 'Nom'):('ʒ', 'ɛ')
8967:('bourge', 'bourrin'):('buʁʒ', 'buʁɛ̃'):('Nom', 'Nom'):('ʒ', 'ɛ̃')
8968:('bourge', 'bourru'):('buʁʒ', 'buʁy'):('Nom', 'Nom'):('ʒ', 'y')
8969:('bourgeon', 'bourgot'):('buʁʒɔ̃', 'buʁgɔ'):('Nom', 'Nom'):('ɔ̃', 'ɔ')
8970:('bourg', 'bure'):('buʁ', 'byʁ'):('Nom', 'Nom'):('u', 'y')
8971:('bourg', 'bush'):('buʁ', 'buʃ'):('Nom', 'Nom'):('ʁ', 'ʃ')
8972:('bourg', 'courre'):('buʁ', 'kuʁ'):('Nom', 'Nom'):('b', 'k')
8973:('bourg', 'courre'):('buʁ', 'kuʁ'):('Nom', 'Verbe infinitif'):('b', 'k')
8974:('bourg', 'court'):('buʁ', 'kuʁ'):('Nom', 'Nom'):('b', 'k')
8975:('bourg', 'court'):('buʁ', 'kuʁ'):('Nom', 'Adverbe'):('b', 'k')
8976:('bourg', 'four'):('buʁ', 'fuʁ'):('Nom', 'Nom'):('b', 'f')
8977:('bourg', 'gour'):('buʁ', 'guʁ'):('Nom', 'Nom'):('b', 'g')
8978:('bourg', 'jour'):('buʁ', 'ʒuʁ'):('Nom', 'Nom'):('b', 'ʒ')
8979:('bourg', 'lourd'):('buʁ', 'luʁ'):('Nom', 'Adverbe'):('b', 'l')
8980:('bourg', 'mour'):('buʁ', 'muʁ'):('Nom', 'Nom'):('b', 'm')
8981:('bourg', 'pour'):('buʁ', 'puʁ'):('Nom', 'Nom'):('b', 'p')
8982:('bourg', 'sourd'):('buʁ', 'suʁ'):('Nom', 'Nom'):('b', 's')
8983:('bourg', 'tourd'):('buʁ', 'tuʁ'):('Nom', 'Nom'):('b', 't')
8984:('bourg', 'tour'):('buʁ', 'tuʁ'):('Nom', 'Nom'):('b', 't')
8985:('bourgot', 'fourgon'):('buʁgɔ', 'fuʁgɔ̃'):('Nom', 'Nom'):('ɔ', 'ɔ̃')
8986:('bourier', 'bourser'):('buʁje', 'buʁse'):('Nom', 'Verbe infinitif'):('j', 's')
8987:('bourier', 'bousier'):('buʁje', 'buzje'):('Nom', 'Nom'):('ʁ', 'z')
8988:('bourier', 'bouvier'):('buʁje', 'buvje'):('Nom', 'Nom'):('ʁ', 'v')
8989:('bourier', 'courrier'):('buʁje', 'kuʁje'):('Nom', 'Nom'):('b', 'k')
8990:('bourier', 'fourrier'):('buʁje', 'fuʁje'):('Nom', 'Nom'):('b', 'f')
8991:('bourier', 'mourier'):('buʁje', 'muʁje'):('Nom', 'Nom'):('b', 'm')
8992:('bourier', 'tourier'):('buʁje', 'tuʁje'):('Nom', 'Nom'):('b', 't')
8993:('bourrage', 'courage'):('buʁaʒ', 'kuʁaʒ'):('Nom', 'Nom'):('b', 'k')
8994:('bourrage', 'fourrage'):('buʁaʒ', 'fuʁaʒ'):('Nom', 'Nom'):('b', 'f')
8995:('bourreau', 'bourrer'):('buʁo', 'buʁe'):('Nom', 'Verbe infinitif'):('o', 'e')
8996:('bourreau', 'bourret'):('buʁo', 'buʁɛ'):('Nom', 'Nom'):('o', 'ɛ')
8997:('bourreau', 'bourrin'):('buʁo', 'buʁɛ̃'):('Nom', 'Nom'):('o', 'ɛ̃')
8998:('bourreau', 'bourru'):('buʁo', 'buʁy'):('Nom', 'Nom'):('o', 'y')
8999:('bourreau', 'bureau'):('buʁo', 'byʁo'):('Nom', 'Nom'):('u', 'y')
9000:('bourreau', 'coureau'):('buʁo', 'kuʁo'):('Nom', 'Nom'):('b', 'k')
9001:('bourreau', 'fourreau'):('buʁo', 'fuʁo'):('Nom', 'Nom'):('b', 'f')
9002:('bourreau', 'goureau'):('buʁo', 'guʁo'):('Nom', 'Nom'):('b', 'g')
9003:('bourre', 'bure'):('buʁ', 'byʁ'):('Nom', 'Nom'):('u', 'y')
9004:('bourre', 'bush'):('buʁ', 'buʃ'):('Nom', 'Nom'):('ʁ', 'ʃ')
9005:('bourre', 'courre'):('buʁ', 'kuʁ'):('Nom', 'Nom'):('b', 'k')
9006:('bourre', 'courre'):('buʁ', 'kuʁ'):('Nom', 'Verbe infinitif'):('b', 'k')
9007:('bourre', 'court'):('buʁ', 'kuʁ'):('Nom', 'Nom'):('b', 'k')
9008:('bourre', 'court'):('buʁ', 'kuʁ'):('Nom', 'Adverbe'):('b', 'k')
9009:('bourre', 'four'):('buʁ', 'fuʁ'):('Nom', 'Nom'):('b', 'f')
9010:('bourre', 'gour'):('buʁ', 'guʁ'):('Nom', 'Nom'):('b', 'g')
9011:('bourre', 'jour'):('buʁ', 'ʒuʁ'):('Nom', 'Nom'):('b', 'ʒ')
9012:('bourre', 'lourd'):('buʁ', 'luʁ'):('Nom', 'Adverbe'):('b', 'l')
9013:('bourre', 'mour'):('buʁ', 'muʁ'):('Nom', 'Nom'):('b', 'm')
9014:('bourre', 'pour'):('buʁ', 'puʁ'):('Nom', 'Nom'):('b', 'p')
9015:('bourre', 'sourd'):('buʁ', 'suʁ'):('Nom', 'Nom'):('b', 's')
9016:('bourre', 'tourd'):('buʁ', 'tuʁ'):('Nom', 'Nom'):('b', 't')
9017:('bourre', 'tour'):('buʁ', 'tuʁ'):('Nom', 'Nom'):('b', 't')
9018:('bourrer', 'bourret'):('buʁe', 'buʁɛ'):('Verbe infinitif', 'Nom'):('e', 'ɛ')
9019:('bourrer', 'bourrin'):('buʁe', 'buʁɛ̃'):('Verbe infinitif', 'Nom'):('e', 'ɛ̃')
9020:('bourrer', 'bourru'):('buʁe', 'buʁy'):('Verbe infinitif', 'Nom'):('e', 'y')
9021:('bourrer', 'bouser'):('buʁe', 'buze'):('Verbe infinitif', 'Verbe infinitif'):('ʁ', 'z')
9022:('bourrer', 'bouter'):('buʁe', 'bute'):('Verbe infinitif', 'Verbe infinitif'):('ʁ', 't')
9023:('bourrer', 'chourer'):('buʁe', 'ʃuʁe'):('Verbe infinitif', 'Verbe infinitif'):('b', 'ʃ')
9024:('bourrer', 'chourrer'):('buʁe', 'ʃuʁe'):('Verbe infinitif', 'Verbe infinitif'):('b', 'ʃ')
9025:('bourrer', 'dourer'):('buʁe', 'duʁe'):('Verbe infinitif', 'Verbe infinitif'):('b', 'd')
9026:('bourrer', 'fourré'):('buʁe', 'fuʁe'):('Verbe infinitif', 'Nom'):('b', 'f')
9027:('bourrer', 'fourrer'):('buʁe', 'fuʁe'):('Verbe infinitif', 'Verbe infinitif'):('b', 'f')
9028:('bourrer', 'gourer'):('buʁe', 'guʁe'):('Verbe infinitif', 'Verbe infinitif'):('b', 'g')
9029:('bourrer', 'gourrer'):('buʁe', 'guʁe'):('Verbe infinitif', 'Verbe infinitif'):('b', 'g')
9030:('bourrer', 'lourer'):('buʁe', 'luʁe'):('Verbe infinitif', 'Verbe infinitif'):('b', 'l')
9031:('bourrer', 'tourer'):('buʁe', 'tuʁe'):('Verbe infinitif', 'Verbe infinitif'):('b', 't')
9032:('bourret', 'bourru'):('buʁɛ', 'buʁy'):('Nom', 'Nom'):('ɛ', 'y')
9033:('bourret', 'bousin'):('buʁɛ', 'buzɛ̃'):('Nom', 'Nom'):('ɛ', 'ɛ̃')
9034:('bourret', 'bouvet'):('buʁɛ', 'buvɛ'):('Nom', 'Nom'):('ʁ', 'v')
9035:('bourret', 'bouzin'):('buʁɛ', 'buzɛ̃'):('Nom', 'Nom'):('ɛ', 'ɛ̃')
9036:('bourret', 'buret'):('buʁɛ', 'byʁɛ'):('Nom', 'Nom'):('u', 'y')
9037:('bourret', 'burin'):('buʁɛ', 'byʁɛ̃'):('Nom', 'Nom'):('ɛ', 'ɛ̃')
9038:('bourret', 'nourrain'):('buʁɛ', 'nuʁɛ̃'):('Nom', 'Nom'):('ɛ', 'ɛ̃')
9039:('bourret', 'nourrin'):('buʁɛ', 'nuʁɛ̃'):('Nom', 'Nom'):('ɛ', 'ɛ̃')
9040:('bourret', 'touret'):('buʁɛ', 'tuʁɛ'):('Nom', 'Nom'):('b', 't')
9041:('bourrichon', 'bourrillon'):('buʁiʃɔ̃', 'buʁijɔ̃'):('Nom', 'Nom'):('ʃ', 'j')
9042:('bourricot', 'bourriquer'):('buʁiko', 'buʁike'):('Nom', 'Verbe infinitif'):('o', 'e')
9043:('bourricot', 'bourriquet'):('buʁiko', 'buʁikɛ'):('Nom', 'Nom'):('o', 'ɛ')
9044:('bourricot', 'burrito'):('buʁiko', 'buʁito'):('Nom', 'Nom'):('k', 't')
9045:('bourrillon', 'bouvillon'):('buʁijɔ̃', 'buvijɔ̃'):('Nom', 'Nom'):('ʁ', 'v')
9046:('bourrillon', 'tourillon'):('buʁijɔ̃', 'tuʁijɔ̃'):('Nom', 'Nom'):('b', 't')
9047:('bourriner', 'bourriquer'):('buʁine', 'buʁike'):('Verbe infinitif', 'Verbe infinitif'):('n', 'k')
9048:('bourriner', 'buriner'):('buʁine', 'byʁine'):('Verbe infinitif', 'Verbe infinitif'):('u', 'y')
9049:('bourriner', 'chouriner'):('buʁine', 'ʃuʁine'):('Verbe infinitif', 'Verbe infinitif'):('b', 'ʃ')
9050:('bourrin', 'bourru'):('buʁɛ̃', 'buʁy'):('Nom', 'Nom'):('ɛ̃', 'y')
9051:('bourrin', 'bousin'):('buʁɛ̃', 'buzɛ̃'):('Nom', 'Nom'):('ʁ', 'z')
9052:('bourrin', 'bouvet'):('buʁɛ̃', 'buvɛ'):('Nom', 'Nom'):('ɛ̃', 'ɛ')
9053:('bourrin', 'bouzin'):('buʁɛ̃', 'buzɛ̃'):('Nom', 'Nom'):('ʁ', 'z')
9054:('bourrin', 'braire'):('buʁɛ̃', 'bʁɛʁ'):('Nom', 'Verbe infinitif'):('ɛ̃', 'ʁ')
9055:('bourrin', 'break'):('buʁɛ̃', 'bʁɛk'):('Nom', 'Nom'):('ɛ̃', 'k')
9056:('bourrin', 'bref'):('buʁɛ̃', 'bʁɛf'):('Nom', 'Nom'):('ɛ̃', 'f')
9057:('bourrin', 'bref'):('buʁɛ̃', 'bʁɛf'):('Nom', 'Adverbe'):('ɛ̃', 'f')
9058:('bourrin', 'buret'):('buʁɛ̃', 'byʁɛ'):('Nom', 'Nom'):('ɛ̃', 'ɛ')
9059:('bourrin', 'burin'):('buʁɛ̃', 'byʁɛ̃'):('Nom', 'Nom'):('u', 'y')
9060:('bourrin', 'nourrain'):('buʁɛ̃', 'nuʁɛ̃'):('Nom', 'Nom'):('b', 'n')
9061:('bourrin', 'nourrin'):('buʁɛ̃', 'nuʁɛ̃'):('Nom', 'Nom'):('b', 'n')
9062:('bourrin', 'touret'):('buʁɛ̃', 'tuʁɛ'):('Nom', 'Nom'):('ɛ̃', 'ɛ')
9063:('bourriquer', 'bourriquet'):('buʁike', 'buʁikɛ'):('Verbe infinitif', 'Nom'):('e', 'ɛ')
9064:('bourriquer', 'boutiquer'):('buʁike', 'butike'):('Verbe infinitif', 'Verbe infinitif'):('ʁ', 't')
9065:('bourroir', 'boutoir'):('buʁwaʁ', 'butwaʁ'):('Nom', 'Nom'):('ʁ', 't')
9066:('bourroir', 'mouroir'):('buʁwaʁ', 'muʁwaʁ'):('Nom', 'Nom'):('b', 'm')
9067:('boursault', 'bourser'):('buʁso', 'buʁse'):('Nom', 'Verbe infinitif'):('o', 'e')
9068:('boursault', 'pourceau'):('buʁso', 'puʁso'):('Nom', 'Nom'):('b', 'p')
9069:('bourseau', 'bourser'):('buʁso', 'buʁse'):('Nom', 'Verbe infinitif'):('o', 'e')
9070:('bourseau', 'pourceau'):('buʁso', 'puʁso'):('Nom', 'Nom'):('b', 'p')
9071:('bourser', 'courser'):('buʁse', 'kuʁse'):('Verbe infinitif', 'Verbe infinitif'):('b', 'k')
9072:('bourser', 'sourcer'):('buʁse', 'suʁse'):('Verbe infinitif', 'Verbe infinitif'):('b', 's')
9073:('boursier', 'coursier'):('buʁsje', 'kuʁsje'):('Nom', 'Nom'):('b', 'k')
9074:('bousculer', 'busculer'):('buskyle', 'byskyle'):('Verbe infinitif', 'Verbe infinitif'):('u', 'y')
9075:('bouser', 'bouseux'):('buze', 'buzø'):('Verbe infinitif', 'Nom'):('e', 'ø')
9076:('bouser', 'bousin'):('buze', 'buzɛ̃'):('Verbe infinitif', 'Nom'):('e', 'ɛ̃')
9077:('bouser', 'bouter'):('buze', 'bute'):('Verbe infinitif', 'Verbe infinitif'):('z', 't')
9078:('bouser', 'bouzin'):('buze', 'buzɛ̃'):('Verbe infinitif', 'Nom'):('e', 'ɛ̃')
9079:('bouser', 'buser'):('buze', 'byze'):('Verbe infinitif', 'Verbe infinitif'):('u', 'y')
9080:('bouser', 'buzzer'):('buze', 'bœze'):('Verbe infinitif', 'Verbe infinitif'):('u', 'œ')
9081:('bouseux', 'bousin'):('buzø', 'buzɛ̃'):('Nom', 'Nom'):('ø', 'ɛ̃')
9082:('bouseux', 'bouzin'):('buzø', 'buzɛ̃'):('Nom', 'Nom'):('ø', 'ɛ̃')
9083:('bousier', 'bouvier'):('buzje', 'buvje'):('Nom', 'Nom'):('z', 'v')
9084:('bousiller', 'boutillier'):('buzije', 'butije'):('Verbe infinitif', 'Nom'):('z', 't')
9085:('bousin', 'bouvet'):('buzɛ̃', 'buvɛ'):('Nom', 'Nom'):('ɛ̃', 'ɛ')
9086:('bousin', 'cousin'):('buzɛ̃', 'kuzɛ̃'):('Nom', 'Nom'):('b', 'k')
9087:('bousin', 'douzain'):('buzɛ̃', 'duzɛ̃'):('Nom', 'Nom'):('b', 'd')
9088:('boussard', 'bouvard'):('busaʁ', 'buvaʁ'):('Nom', 'Nom'):('s', 'v')
9089:('bouter', 'boutis'):('bute', 'buti'):('Verbe infinitif', 'Nom'):('e', 'i')
9090:('bouter', 'bouton'):('bute', 'butɔ̃'):('Verbe infinitif', 'Nom'):('e', 'ɔ̃')
9091:('bouter', 'boutre'):('bute', 'butʁ'):('Verbe infinitif', 'Nom'):('e', 'ʁ')
9092:('bouter', 'buter'):('bute', 'byte'):('Verbe infinitif', 'Verbe infinitif'):('u', 'y')
9093:('bouter', 'butter'):('bute', 'byte'):('Verbe infinitif', 'Verbe infinitif'):('u', 'y')
9094:('bouter', 'coûter'):('bute', 'kute'):('Verbe infinitif', 'Verbe infinitif'):('b', 'k')
9095:('bouter', 'couter'):('bute', 'kute'):('Verbe infinitif', 'Verbe infinitif'):('b', 'k')
9096:('bouter', 'douter'):('bute', 'dute'):('Verbe infinitif', 'Verbe infinitif'):('b', 'd')
9097:('bouter', 'goûter'):('bute', 'gute'):('Verbe infinitif', 'Nom'):('b', 'g')
9098:('bouter', 'goûter'):('bute', 'gute'):('Verbe infinitif', 'Verbe infinitif'):('b', 'g')
9099:('bouter', 'gouter'):('bute', 'gute'):('Verbe infinitif', 'Verbe infinitif'):('b', 'g')
9100:('bouter', 'goutter'):('bute', 'gute'):('Verbe infinitif', 'Verbe infinitif'):('b', 'g')
9101:('bouter', 'jouter'):('bute', 'ʒute'):('Verbe infinitif', 'Verbe infinitif'):('b', 'ʒ')
9102:('bouter', 'looter'):('bute', 'lute'):('Verbe infinitif', 'Verbe infinitif'):('b', 'l')
9103:('bouter', 'router'):('bute', 'ʁute'):('Verbe infinitif', 'Verbe infinitif'):('b', 'ʁ')
9104:('bouter', 'shooter'):('bute', 'ʃute'):('Verbe infinitif', 'Verbe infinitif'):('b', 'ʃ')
9105:('bouter', 'souter'):('bute', 'sute'):('Verbe infinitif', 'Verbe infinitif'):('b', 's')
9106:('bouter', 'voûter'):('bute', 'vute'):('Verbe infinitif', 'Verbe infinitif'):('b', 'v')
9107:('bouter', 'vouter'):('bute', 'vute'):('Verbe infinitif', 'Verbe infinitif'):('b', 'v')
9108:('bouteur', 'fouteur'):('butœʁ', 'futœʁ'):('Nom', 'Nom'):('b', 'f')
9109:('bouteur', 'goûteur'):('butœʁ', 'gutœʁ'):('Nom', 'Nom'):('b', 'g')
9110:('bouteur', 'jouteur'):('butœʁ', 'ʒutœʁ'):('Nom', 'Nom'):('b', 'ʒ')
9111:('bouteur', 'rooter'):('butœʁ', 'ʁutœʁ'):('Nom', 'Nom'):('b', 'ʁ')
9112:('bouteur', 'routeur'):('butœʁ', 'ʁutœʁ'):('Nom', 'Nom'):('b', 'ʁ')
9113:('boutillier', 'boutiquer'):('butije', 'butike'):('Nom', 'Verbe infinitif'):('j', 'k')
9114:('boutillier', 'bouziller'):('butije', 'buzije'):('Nom', 'Verbe infinitif'):('t', 'z')
9115:('boutisme', 'bushisme'):('butism', 'buʃism'):('Nom', 'Nom'):('t', 'ʃ')
9116:('boutis', 'bouton'):('buti', 'butɔ̃'):('Nom', 'Nom'):('i', 'ɔ̃')
9117:('boutis', 'boutre'):('buti', 'butʁ'):('Nom', 'Nom'):('i', 'ʁ')
9118:('boutis', 'coutil'):('buti', 'kuti'):('Nom', 'Nom'):('b', 'k')
9119:('boutoir', 'butoir'):('butwaʁ', 'bytwaʁ'):('Nom', 'Nom'):('u', 'y')
9120:('boutoir', 'foutoir'):('butwaʁ', 'futwaʁ'):('Nom', 'Nom'):('b', 'f')
9121:('bouton', 'boutre'):('butɔ̃', 'butʁ'):('Nom', 'Nom'):('ɔ̃', 'ʁ')
9122:('bouton', 'buton'):('butɔ̃', 'bytɔ̃'):('Nom', 'Nom'):('u', 'y')
9123:('bouton', 'mouton'):('butɔ̃', 'mutɔ̃'):('Nom', 'Nom'):('b', 'm')
9124:('boutonner', 'butonner'):('butɔne', 'bytɔne'):('Verbe infinitif', 'Verbe infinitif'):('u', 'y')
9125:('boutonner', 'moutonner'):('butɔne', 'mutɔne'):('Verbe infinitif', 'Verbe infinitif'):('b', 'm')
9126:('boutre', 'foutre'):('butʁ', 'futʁ'):('Nom', 'Verbe infinitif'):('b', 'f')
9127:('boutre', 'youtre'):('butʁ', 'jutʁ'):('Nom', 'Nom'):('b', 'j')
9128:('bouturer', 'couturer'):('butyʁe', 'kutyʁe'):('Verbe infinitif', 'Verbe infinitif'):('b', 'k')
9129:('bouvard', 'buvard'):('buvaʁ', 'byvaʁ'):('Nom', 'Nom'):('u', 'y')
9130:('bouvard', 'louvard'):('buvaʁ', 'luvaʁ'):('Nom', 'Nom'):('b', 'l')
9131:('bouvard', 'louvart'):('buvaʁ', 'luvaʁ'):('Nom', 'Nom'):('b', 'l')
9132:('bouvet', 'bouzin'):('buvɛ', 'buzɛ̃'):('Nom', 'Nom'):('ɛ', 'ɛ̃')
9133:('bouvet', 'bovin'):('buvɛ', 'bɔvɛ̃'):('Nom', 'Nom'):('ɛ', 'ɛ̃')
9134:('bouvet', 'couvain'):('buvɛ', 'kuvɛ̃'):('Nom', 'Nom'):('ɛ', 'ɛ̃')
9135:('bouvet', 'couvet'):('buvɛ', 'kuvɛ'):('Nom', 'Nom'):('b', 'k')
9136:('bouvet', 'rouvet'):('buvɛ', 'ʁuvɛ'):('Nom', 'Nom'):('b', 'ʁ')
9137:('bouzin', 'cousin'):('buzɛ̃', 'kuzɛ̃'):('Nom', 'Nom'):('b', 'k')
9138:('bouzin', 'douzain'):('buzɛ̃', 'duzɛ̃'):('Nom', 'Nom'):('b', 'd')
9139:('bovarysme', 'bovaryste'):('bɔvaʁism', 'bɔvaʁist'):('Nom', 'Nom'):('m', 't')
9140:('bovidé', 'boviné'):('bɔvide', 'bɔvine'):('Nom', 'Nom'):('d', 'n')
9141:('bovin', 'ovaire'):('bɔvɛ̃', 'ɔvɛʁ'):('Nom', 'Nom'):('ɛ̃', 'ʁ')
9142:('boxer', 'coxer'):('bɔkse', 'kɔkse'):('Verbe infinitif', 'Verbe infinitif'):('b', 'k')
9143:('boxer', 'moxer'):('bɔkse', 'mɔkse'):('Verbe infinitif', 'Verbe infinitif'):('b', 'm')
9144:('boxer', 'roxer'):('bɔkse', 'ʁɔkse'):('Verbe infinitif', 'Verbe infinitif'):('b', 'ʁ')
9145:('boyau', 'joyau'):('bwajo', 'ʒwajo'):('Nom', 'Nom'):('b', 'ʒ')
9146:('boyau', 'moyau'):('bwajo', 'mwajo'):('Nom', 'Nom'):('b', 'm')
9147:('boyau', 'noyau'):('bwajo', 'nwajo'):('Nom', 'Nom'):('b', 'n')
9148:('boyauter', 'noyauter'):('bwajote', 'nwajote'):('Verbe infinitif', 'Verbe infinitif'):('b', 'n')
9149:('boy', 'buck'):('bɔj', 'bɔk'):('Nom', 'Nom'):('j', 'k')
9150:('boy', 'bum'):('bɔj', 'bɔm'):('Nom', 'Nom'):('j', 'm')
9151:('boy', 'goï'):('bɔj', 'gɔj'):('Nom', 'Nom'):('b', 'g')
9152:('boy', 'goy'):('bɔj', 'gɔj'):('Nom', 'Nom'):('b', 'g')
9153:('brêlage', 'braisage'):('bʁɛlaʒ', 'bʁɛzaʒ'):('Nom', 'Nom'):('l', 'z')
9154:('brêlage', 'brélage'):('bʁɛlaʒ', 'bʁelaʒ'):('Nom', 'Nom'):('ɛ', 'e')
9155:('brêlage', 'brûlage'):('bʁɛlaʒ', 'bʁylaʒ'):('Nom', 'Nom'):('ɛ', 'y')
9156:('bréant', 'brâme'):('bʁeɑ̃', 'bʁɑm'):('Nom', 'Nom'):('ɑ̃', 'm')
9157:('bréant', 'bruant'):('bʁeɑ̃', 'bʁyɑ̃'):('Nom', 'Nom'):('e', 'y')
9158:('bracage', 'brasage'):('bʁakaʒ', 'bʁazaʒ'):('Nom', 'Nom'):('k', 'z')
9159:('bracage', 'brassage'):('bʁakaʒ', 'bʁasaʒ'):('Nom', 'Nom'):('k', 's')
9160:('bracage', 'craquage'):('bʁakaʒ', 'kʁakaʒ'):('Nom', 'Nom'):('b', 'k')
9161:('bracher', 'brader'):('bʁaʃe', 'bʁade'):('Verbe infinitif', 'Verbe infinitif'):('ʃ', 'd')
9162:('bracher', 'braguer'):('bʁaʃe', 'bʁage'):('Verbe infinitif', 'Verbe infinitif'):('ʃ', 'g')
9163:('bracher', 'brancher'):('bʁaʃe', 'bʁɑ̃ʃe'):('Verbe infinitif', 'Verbe infinitif'):('a', 'ɑ̃')
9164:('bracher', 'braquer'):('bʁaʃe', 'bʁake'):('Verbe infinitif', 'Verbe infinitif'):('ʃ', 'k')
9165:('bracher', 'braquet'):('bʁaʃe', 'bʁake'):('Verbe infinitif', 'Nom'):('ʃ', 'k')
9166:('bracher', 'brasser'):('bʁaʃe', 'bʁase'):('Verbe infinitif', 'Verbe infinitif'):('ʃ', 's')
9167:('bracher', 'braver'):('bʁaʃe', 'bʁave'):('Verbe infinitif', 'Verbe infinitif'):('ʃ', 'v')
9168:('bracher', 'brocher'):('bʁaʃe', 'bʁɔʃe'):('Verbe infinitif', 'Verbe infinitif'):('a', 'ɔ')
9169:('bracher', 'broncher'):('bʁaʃe', 'bʁɔ̃ʃe'):('Verbe infinitif', 'Verbe infinitif'):('a', 'ɔ̃')
9170:('bracher', 'cracher'):('bʁaʃe', 'kʁaʃe'):('Verbe infinitif', 'Verbe infinitif'):('b', 'k')
9171:('bracher', 'crasher'):('bʁaʃe', 'kʁaʃe'):('Verbe infinitif', 'Verbe infinitif'):('b', 'k')
9172:('bracher', 'dracher'):('bʁaʃe', 'dʁaʃe'):('Verbe infinitif', 'Verbe infinitif'):('b', 'd')
9173:('bréchet', 'brochet'):('bʁeʃɛ', 'bʁɔʃɛ'):('Nom', 'Nom'):('e', 'ɔ')
9174:('braco', 'braquer'):('bʁako', 'bʁake'):('Nom', 'Verbe infinitif'):('o', 'e')
9175:('braco', 'braquet'):('bʁako', 'bʁake'):('Nom', 'Nom'):('o', 'e')
9176:('braco', 'bravo'):('bʁako', 'bʁavo'):('Nom', 'Nom'):('k', 'v')
9177:('brader', 'braguer'):('bʁade', 'bʁage'):('Verbe infinitif', 'Verbe infinitif'):('d', 'g')
9178:('brader', 'brander'):('bʁade', 'bʁɑ̃de'):('Verbe infinitif', 'Verbe infinitif'):('a', 'ɑ̃')
9179:('brader', 'braquer'):('bʁade', 'bʁake'):('Verbe infinitif', 'Verbe infinitif'):('d', 'k')
9180:('brader', 'braquet'):('bʁade', 'bʁake'):('Verbe infinitif', 'Nom'):('d', 'k')
9181:('brader', 'brasser'):('bʁade', 'bʁase'):('Verbe infinitif', 'Verbe infinitif'):('d', 's')
9182:('brader', 'braver'):('bʁade', 'bʁave'):('Verbe infinitif', 'Verbe infinitif'):('d', 'v')
9183:('brader', 'brider'):('bʁade', 'bʁide'):('Verbe infinitif', 'Verbe infinitif'):('a', 'i')
9184:('brader', 'broder'):('bʁade', 'bʁɔde'):('Verbe infinitif', 'Verbe infinitif'):('a', 'ɔ')
9185:('brader', 'gradé'):('bʁade', 'gʁade'):('Verbe infinitif', 'Nom'):('b', 'g')
9186:('brader', 'grader'):('bʁade', 'gʁade'):('Verbe infinitif', 'Verbe infinitif'):('b', 'g')
9187:('bradyon', 'radium'):('bʁadjɔ̃', 'ʁadjɔm'):('Nom', 'Nom'):('ɔ̃', 'm')
